Season,Player,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,BLK,STL,FG%,3P%,FT%,PTS/Min,Overall Shooting Accuracy,BLK/G,STL/G
,,12,446.2,100,174,47,98,21,23,268,1,38,0.5747126436781609,0.47959183673469385,0.9130434782608695,0.6006275212909009,0.6557826528912414,0.08333333333333333,3.1666666666666665
,,20,707.7,132,308,50,147,95,119,409,3,63,0.42857142857142855,0.3401360544217687,0.7983193277310925,0.5779285007771654,0.5223422702414299,0.15,3.15
,,40,1129.9,228,468,42,132,191,241,689,18,126,0.48717948717948717,0.3181818181818182,0.7925311203319502,0.609788476856359,0.5326308085644186,0.45,3.15
,,27,741.0,88,219,45,131,41,54,262,4,85,0.4018264840182648,0.3435114503816794,0.7592592592592593,0.3535762483130904,0.5015323978864011,0.14814814814814814,3.1481481481481484
,,21,614.3,106,357,51,195,60,103,323,11,66,0.2969187675070028,0.26153846153846155,0.5825242718446602,0.5258017255412665,0.3803271669633748,0.5238095238095238,3.142857142857143
,,21,791.9,165,394,57,170,125,158,512,7,66,0.41878172588832485,0.3352941176470588,0.7911392405063291,0.646546281096098,0.5150716946805709,0.3333333333333333,3.142857142857143
,,21,742.0,126,274,19,85,115,158,386,6,66,0.45985401459854014,0.2235294117647059,0.7278481012658228,0.5202156334231806,0.4704105092096896,0.2857142857142857,3.142857142857143
,,36,1276.0,200,392,45,121,85,123,528,9,112,0.5102040816326531,0.371900826446281,0.6910569105691057,0.41379310344827586,0.52438727288268,0.25,3.111111111111111
,,19,673.0,103,301,32,114,48,56,286,7,59,0.34219269102990035,0.2807017543859649,0.8571428571428571,0.424962852897474,0.4933457675195741,0.3684210526315789,3.1052631578947367
,,50,2075.8,510,1070,244,597,297,334,1561,34,155,0.4766355140186916,0.40871021775544386,0.8892215568862275,0.7519992292128336,0.5915224295534544,0.68,3.1
,,31,965.0,148,321,46,153,57,81,399,13,96,0.46105919003115264,0.3006535947712418,0.7037037037037037,0.41347150259067356,0.48847216283536604,0.41935483870967744,3.096774193548387
,,22,754.8,139,319,22,64,62,93,362,12,68,0.43573667711598746,0.34375,0.6666666666666666,0.47959724430312667,0.48205111459421807,0.5454545454545454,3.090909090909091
,,24,846.3,129,279,21,76,99,122,378,3,74,0.46236559139784944,0.27631578947368424,0.8114754098360656,0.44665012406947896,0.5167189302358665,0.125,3.0833333333333335
,,25,787.1,89,200,31,99,27,34,236,1,77,0.445,0.31313131313131315,0.7941176470588235,0.29983483674247235,0.5174163200633789,0.04,3.08
,,14,429.1,44,88,1,4,27,58,116,2,43,0.5,0.25,0.46551724137931033,0.2703332556513633,0.4051724137931034,0.14285714285714285,3.0714285714285716
,,20,591.8,66,168,24,72,48,60,204,8,61,0.39285714285714285,0.3333333333333333,0.8,0.34471105103075367,0.5087301587301587,0.4,3.05
,,21,818.0,172,421,47,163,79,142,470,2,64,0.4085510688836104,0.2883435582822086,0.5563380281690141,0.5745721271393643,0.4177442184449444,0.09523809523809523,3.0476190476190474
,,43,1462.0,244,532,70,226,127,179,685,30,131,0.45864661654135336,0.30973451327433627,0.7094972067039106,0.4685362517099863,0.49262611217320007,0.6976744186046512,3.046511627906977
,,29,944.4,177,346,31,92,111,148,496,15,88,0.5115606936416185,0.33695652173913043,0.75,0.5252011859381618,0.532839071793583,0.5172413793103449,3.0344827586206895
,,38,1293.0,216,400,26,101,169,219,627,4,115,0.54,0.25742574257425743,0.771689497716895,0.48491879350348027,0.5230384134303842,0.10526315789473684,3.026315789473684
,,42,1464.0,272,569,52,178,142,200,738,7,127,0.4780316344463972,0.29213483146067415,0.71,0.5040983606557377,0.4933888219690237,0.16666666666666666,3.0238095238095237
,,14,511.7,151,282,51,106,49,84,402,1,42,0.5354609929078015,0.4811320754716981,0.5833333333333334,0.7856165722102795,0.5333088005709444,0.07142857142857142,3.0
,,2,67.3,21,35,6,16,10,13,58,3,6,0.6,0.375,0.7692307692307693,0.861812778603269,0.5814102564102565,1.5,3.0
,,6,195.9,29,62,16,33,4,6,78,0,18,0.46774193548387094,0.48484848484848486,0.6666666666666666,0.3981623277182236,0.5397523623330075,0.0,3.0
,,4,164.5,26,64,9,21,27,29,88,0,12,0.40625,0.42857142857142855,0.9310344827586207,0.5349544072948328,0.5886186371100165,0.0,3.0
,,14,461.0,92,179,18,57,57,72,259,4,42,0.5139664804469274,0.3157894736842105,0.7916666666666666,0.561822125813449,0.5404742069326015,0.2857142857142857,3.0
,,10,278.0,31,80,4,21,27,40,93,1,30,0.3875,0.19047619047619047,0.675,0.3345323741007194,0.4176587301587302,0.1,3.0
,,3,117.3,34,69,11,30,7,9,86,1,9,0.4927536231884058,0.36666666666666664,0.7777777777777778,0.7331628303495311,0.5457326892109501,0.3333333333333333,3.0
,,5,154.2,42,90,3,16,24,34,111,1,15,0.4666666666666667,0.1875,0.7058823529411765,0.7198443579766538,0.4533496732026144,0.2,3.0
,,6,186.6,31,60,13,29,26,34,101,0,18,0.5166666666666667,0.4482758620689655,0.7647058823529411,0.5412647374062165,0.5765494703628579,0.0,3.0
,,34,1028.0,158,358,31,95,180,221,527,5,102,0.441340782122905,0.3263157894736842,0.8144796380090498,0.5126459143968871,0.527378736535213,0.14705882352941177,3.0
,,1,29.4,4,13,2,6,6,8,16,0,3,0.3076923076923077,0.3333333333333333,0.75,0.54421768707483,0.46367521367521364,0.0,3.0
,,4,129.3,9,27,2,14,5,8,25,4,12,0.3333333333333333,0.14285714285714285,0.625,0.1933488012374323,0.3670634920634921,1.0,3.0
,,44,1590.0,337,710,96,276,433,507,1203,15,132,0.47464788732394364,0.34782608695652173,0.854043392504931,0.7566037735849057,0.5588391222617988,0.3409090909090909,3.0
,,2,41.0,2,11,2,9,2,2,8,0,6,0.18181818181818182,0.2222222222222222,1.0,0.1951219512195122,0.468013468013468,0.0,3.0
,,19,684.5,79,195,29,88,66,92,253,0,57,0.40512820512820513,0.32954545454545453,0.717391304347826,0.3696128560993426,0.48402165467382857,0.0,3.0
,,4,143.6,14,41,9,26,9,10,46,1,12,0.34146341463414637,0.34615384615384615,0.9,0.3203342618384401,0.5292057535959974,0.25,3.0
,,9,260.5,60,122,19,54,32,52,171,3,27,0.4918032786885246,0.35185185185185186,0.6153846153846154,0.6564299424184261,0.48634658197499725,0.3333333333333333,3.0
,,13,464.9,123,237,14,48,68,95,328,6,39,0.5189873417721519,0.2916666666666667,0.7157894736842105,0.7055280705528071,0.5088144940410096,0.46153846153846156,3.0
,,1,21.9,7,11,0,0,4,5,18,3,3,0.6363636363636364,0.0,0.8,0.8219178082191781,0.4787878787878788,3.0,3.0
,,16,632.1,119,285,49,139,43,54,330,3,48,0.41754385964912283,0.35251798561151076,0.7962962962962963,0.5220692928334124,0.5221193805189767,0.1875,3.0
,,36,1282.1,234,493,110,254,127,144,705,1,108,0.4746450304259635,0.4330708661417323,0.8819444444444444,0.5498791045940254,0.5965534470040468,0.027777777777777776,3.0
,,43,1515.0,275,598,101,299,85,127,736,11,128,0.459866220735786,0.3377926421404682,0.6692913385826772,0.4858085808580858,0.4889834004863105,0.2558139534883721,2.9767441860465116
,,31,928.0,91,258,39,121,70,78,291,0,92,0.35271317829457366,0.32231404958677684,0.8974358974358975,0.3135775862068966,0.5241543751057494,0.0,2.967741935483871
,,31,986.0,148,295,18,67,65,97,379,22,92,0.5016949152542373,0.26865671641791045,0.6701030927835051,0.3843813387423935,0.4801515748185509,0.7096774193548387,2.967741935483871
,,30,1004.0,181,415,91,225,72,88,525,2,89,0.43614457831325304,0.40444444444444444,0.8181818181818182,0.5229083665338645,0.5529236136465053,0.06666666666666667,2.966666666666667
,,29,822.0,147,278,30,79,106,136,430,6,86,0.5287769784172662,0.379746835443038,0.7794117647058824,0.5231143552311436,0.5626451928553955,0.20689655172413793,2.9655172413793105
,,28,931.0,142,275,24,65,90,121,398,5,83,0.5163636363636364,0.36923076923076925,0.743801652892562,0.42749731471535984,0.5431320194956558,0.17857142857142858,2.9642857142857144
,,24,656.7,77,165,10,34,15,29,179,6,71,0.4666666666666667,0.29411764705882354,0.5172413793103449,0.2725749961930866,0.4260085643452783,0.25,2.9583333333333335
,,17,610.0,103,197,18,55,62,83,286,1,50,0.5228426395939086,0.32727272727272727,0.7469879518072289,0.46885245901639344,0.5323677728912882,0.058823529411764705,2.9411764705882355
,,32,1040.1,161,347,46,139,102,125,470,5,94,0.46397694524495675,0.33093525179856115,0.816,0.4518796269589463,0.5369707323478393,0.15625,2.9375
,,40,1420.8,235,506,22,80,121,179,613,72,117,0.4644268774703557,0.275,0.6759776536312849,0.4314470720720721,0.4718015103672135,1.8,2.925
,,24,847.0,130,279,24,74,95,138,379,0,70,0.4659498207885305,0.32432432432432434,0.6884057971014492,0.4474616292798111,0.49289331407143466,0.0,2.9166666666666665
,,12,294.2,47,96,0,0,10,19,104,15,35,0.4895833333333333,0.0,0.5263157894736842,0.35350101971447995,0.33863304093567254,1.25,2.9166666666666665
,,35,1241.5,180,412,41,130,180,229,581,1,102,0.4368932038834951,0.3153846153846154,0.7860262008733624,0.4679822795006041,0.5127680067138244,0.02857142857142857,2.914285714285714
,,34,1104.0,196,373,26,105,99,158,517,12,99,0.5254691689008043,0.24761904761904763,0.6265822784810127,0.4682971014492754,0.4665568316669549,0.35294117647058826,2.911764705882353
